T1,ET,T2,T3,RTT,RTF,Cost,BytesUp,BytesDown
1.061338000,NA,NA,.927127900,199.061338000,NA,.0004399956,2964,NA
1.063979700,NA,NA,.898445700,199.063979700,NA,.0004399956,2964,NA
1.117536200,NA,NA,.961805800,199.117536200,NA,.0004399956,2972,NA
1.047557800,NA,NA,1.550586900,199.047557800,NA,.0004399956,2972,NA
1.489133900,NA,NA,1.177399800,199.489133900,NA,.0004399956,2964,NA
