T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,Pipeline,Application
NA.769164800,3.479329564,1.337038108,5.562766200,108.811260564,NA,.0000077317,NA3256,5992,NA,NA995757.61635922829955.5408927308,1077.1619342908,NA,Cloud/Edge,Aeneas
