T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
1.196073500,.261423004,1.095064505,1.976942200,3.434438704,NA,.0000011618,2932,2564,NA,2451.3543691085,1296.9524349270,NA,NA,3.173015700,3.434438704,3.173015700,Cloud-Only,FogLAMP
1.544117500,.011992656,.240206175,1.614093400,3.170203556,NA,.0000000533,2940,2564,NA,1904.0001813333,1588.5078273661,NA,NA,3.158210900,3.170203556,3.158210900,Cloud-Only,FogLAMP
1.577860600,.012622143,.242344722,1.590313400,3.180796143,NA,.0000000560,2940,2564,NA,1863.2824724820,1612.2608285888,NA,NA,3.168174000,3.180796143,3.168174000,Cloud-Only,FogLAMP
1.499039800,.139334444,.237767498,1.591572500,3.229946744,NA,.0000006192,2940,2564,NA,1961.2554649983,1610.9853619612,NA,NA,3.090612300,3.229946744,3.090612300,Cloud-Only,FogLAMP
1.516146400,.018262392,.235812268,1.597664900,3.132073692,NA,.0000000811,2940,2564,NA,1939.1267228547,1604.8421668398,NA,NA,3.113811300,3.132073692,3.113811300,Cloud-Only,FogLAMP
