T1,ET,T2,T3,RTT,RTF,Cost,BytesUp,BytesDown
1.351412000,NA,NA,1.265278100,199.351412000,NA,.0004399956,2964,NA
1.304559100,NA,NA,1.262156800,199.304559100,NA,.0004399956,2964,NA
1.359331600,NA,NA,1.213063300,199.359331600,NA,.0004399956,2972,NA
1.333404400,NA,NA,1.225825600,199.333404400,NA,.0004399956,2972,NA
1.367037900,NA,NA,1.324137300,199.367037900,NA,.0004399956,2964,NA
