T1,ET,T2,T3,RTT,RTF,Cost,MEM,CPU
1.484964200,1.598392718,.734967116,1.516402500,3.818324034,NA,.0000071038,NA,NA
1.501444700,1.589953990,.601665556,1.578733200,3.693064246,NA,.0000070663,NA,NA
1.663314200,1.417604320,.612871304,1.532765700,3.693789824,NA,.0000063004,NA,NA
