T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
1.915161900,2.282619818,1.029478400,3.129007000,7.326788718,NA,.0000101448,166848,879128,NA,87119.5275971185,280960.7009508128,NA,NA,5.044168900,7.326788718,5.044168900,Cloud-Only,YOLO
2.473221600,1.678091149,.570682884,2.821882800,6.973195549,NA,.0000074581,144956,837676,NA,58610.1948972142,296850.0321841856,NA,NA,5.295104400,6.973195549,5.295104400,Cloud-Only,YOLO
3.331229200,1.412523307,.567652525,2.700365400,7.444117907,NA,.0000062778,386316,765420,NA,115968.0036426193,283450.5285840205,NA,NA,6.031594600,7.444117907,6.031594600,Cloud-Only,YOLO
