1552826739995,254,wpm,200,OK,ipokemon 1-1,text,true,,150,327,1,1,http://192.168.0.39:8000/wpm?code=CN,253,0,62
1552826740267,35,uu,200,OK,ipokemon 1-1,text,true,,156,728,1,1,http://192.168.0.39:8000/uu,35,0,20
1552826747707,45,cu,200,OK,ipokemon 1-1,text,true,,156,645,1,1,http://192.168.0.39:8000/cu,45,0,8
1552826763400,61,upm,200,OK,ipokemon 1-1,text,true,,156,2628,1,1,http://192.168.0.39:8000/upm,61,0,29
1552826790040,30,uu,200,OK,ipokemon 1-1,text,true,,156,917,1,1,http://192.168.0.39:8000/uu,30,0,9
1552826790073,26,uu,200,OK,ipokemon 1-1,text,true,,156,622,1,1,http://192.168.0.39:8000/uu,26,0,5
1552826790100,25,uu,200,OK,ipokemon 1-1,text,true,,156,725,1,1,http://192.168.0.39:8000/uu,25,0,4
1552826790126,27,pd,200,OK,ipokemon 1-1,text,true,,410,318,1,1,http://192.168.0.39:8000/pd,27,0,5
1552826812404,20,cc,200,OK,ipokemon 1-1,text,true,,156,318,1,1,http://192.168.0.39:8000/cc,20,0,7
1552826812424,24,uu,200,OK,ipokemon 1-1,text,true,,156,713,1,1,http://192.168.0.39:8000/uu,24,0,4
1552826812449,30,upm,200,OK,ipokemon 1-1,text,true,,156,1300,1,1,http://192.168.0.39:8000/upm,30,0,6
1552826883544,32,upm,200,OK,ipokemon 1-1,text,true,,156,2578,1,1,http://192.168.0.39:8000/upm,32,0,11
1552826909744,26,ur,200,OK,ipokemon 1-1,text,true,,156,646,1,1,http://192.168.0.39:8000/ur,26,0,8
1552826909771,28,uu,200,OK,ipokemon 1-1,text,true,,156,642,1,1,http://192.168.0.39:8000/uu,28,0,4
1552826937453,25,pma/23,200,OK,ipokemon 1-1,text,true,,769,322,1,1,http://192.168.0.39:8000/pma/23,25,0,8
1552826937479,31,uu,200,OK,ipokemon 1-1,text,true,,156,716,1,1,http://192.168.0.39:8000/uu,30,0,9
1552826937510,46,u,200,OK,ipokemon 1-1,text,true,,420,317,1,1,http://192.168.0.39:8000/u,46,0,6
1552826950631,31,uu,200,OK,ipokemon 1-1,text,true,,156,919,1,1,http://192.168.0.39:8000/uu,30,0,9
1552827003004,25,pma/7,200,OK,ipokemon 1-1,text,true,,769,321,1,1,http://192.168.0.39:8000/pma/7,25,0,8
