T1,ET,T2,T3,RTT,RTF,Cost,MEM,CPU
1.513975400,2.282947120,.856345222,1.568966100,4.653267742,NA,.0000101463,NA,NA
1.585885200,1.640952691,.592287485,1.606675000,3.819125376,NA,.0000072930,NA,NA
1.671559100,1.407656919,.722966657,1.504174400,3.802182676,NA,.0000062561,NA,NA
