label,avg_ct,avg_lt,avg_rt,bytes,concurrency,fail,stdev_rt,succ,throughput,perc_0.0,perc_50.0,perc_90.0,perc_95.0,perc_99.0,perc_99.9,perc_100.0,rc_200
upm,0.08619,0.10324,0.10324,46956,50,0,0.65739,301,301,0.01500,0.01900,0.02600,0.04300,3.13400,9.01600,9.01600,301
ur,0.00771,0.02639,0.02639,4368,50,0,0.03906,28,28,0.01300,0.01600,0.04300,0.12200,0.13200,0.13200,0.13200,28
uu,0.05002,0.08669,0.08688,87204,50,0,0.50944,559,559,0.01400,0.01800,0.02700,0.04500,3.13800,6.12400,6.12400,559
r/XX,0.01073,0.03500,0.03517,6400,50,0,0.07937,40,40,0.01300,0.01600,0.02700,0.17200,0.41400,0.41400,0.41400,40
id,0.00503,0.01766,0.01772,4756,50,0,0.02002,29,29,0.01300,0.01600,0.02100,0.02300,0.06600,0.06600,0.06600,29
u,0.00443,0.02861,0.02886,11741,50,0,0.05164,28,28,0.01400,0.01800,0.05000,0.05700,0.24600,0.24600,0.24600,28
pma/7,0.15997,0.17378,0.17386,44602,50,0,1.18451,58,58,0.01400,0.01700,0.02600,0.02800,9.01600,9.01600,9.01600,58
cc,0.08905,0.10932,0.10935,5772,50,0,0.50129,37,37,0.01300,0.01500,0.03600,0.44400,3.01400,3.01400,3.01400,37
pma/23,0.00797,0.03175,0.03181,24608,50,0,0.08187,32,32,0.01400,0.01600,0.02300,0.04000,0.45100,0.45100,0.45100,32
pma/1,0.01006,0.06371,0.06387,23839,50,0,0.19948,31,31,0.01400,0.01700,0.02500,0.47400,1.00000,1.00000,1.00000,31
cu,0.00521,0.02148,0.02172,4524,50,0,0.02465,29,29,0.01600,0.01800,0.04100,0.04700,0.07200,0.07200,0.07200,29
,0.05350,0.08315,0.08329,401218,50,0,0.55113,1345,1345,0.01300,0.01800,0.02600,0.04300,3.11400,9.01600,9.01600,1345
wpm,0.05022,0.10921,0.10936,12864,50,0,0.74668,67,67,0.01500,0.01700,0.02200,0.02300,6.10800,6.10800,6.10800,67
pd,0.00543,0.07159,0.07165,24384,50,0,0.30647,37,37,0.01600,0.01900,0.04100,0.04700,1.85900,1.85900,1.85900,37
mas/CN,0.00400,0.01624,0.01708,74592,50,0,0.01719,37,37,0.01400,0.01700,0.02000,0.02300,0.02400,0.02400,0.02400,37
pma/4,0.00431,0.01706,0.01728,24608,50,0,0.01760,32,32,0.01300,0.01600,0.02200,0.02500,0.02700,0.02700,0.02700,32
