T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
1.509366400,.030501249,.342634967,1.627937400,3.167805049,NA,.0000001355,2932,3580,NA,1942.5369479537,2199.1017590725,NA,NA,3.137303800,3.167805049,3.137303800,Cloud-Only,FogLAMP
2.517208100,.030501249,.342634967,1.677783100,4.225492449,NA,.0000001355,2940,3580,NA,1167.9606465591,2133.7680657291,NA,NA,4.194991200,4.225492449,4.194991200,Cloud-Only,FogLAMP
1.543407600,.030501249,.342634967,1.611668600,3.185577449,NA,.0000001355,2940,3580,NA,1904.8759381513,2221.3003343243,NA,NA,3.155076200,3.185577449,3.155076200,Cloud-Only,FogLAMP
1.446540400,.030501249,.342634967,1.631979200,3.109020849,NA,.0000001355,2940,3580,NA,2032.4354577307,2193.6554093336,NA,NA,3.078519600,3.109020849,3.078519600,Cloud-Only,FogLAMP
1.592346300,.030501249,.342634967,1.715689700,3.338537249,NA,.0000001355,2940,3580,NA,1846.3320447317,2086.6244053339,NA,NA,3.308036000,3.338537249,3.308036000,Cloud-Only,FogLAMP
