T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
3.730701400,.568773205,.504109621,1.814453100,6.113927705,NA,.0000025278,434564,2836,NA,116483.1899974626,1563.0054036668,NA,NA,5.545154500,6.113927705,5.545154500,Cloud-Only,Aeneas
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
3.374655500,1.718668282,.793393781,2.018171400,7.111495182,NA,.0000076384,434564,5308,NA,128772.8480729366,2630.1036671117,NA,NA,5.392826900,7.111495182,5.392826900,Cloud-Only,Aeneas
3.306825800,.844904774,.356162614,1.627058300,5.778788874,NA,.0000037550,431668,5308,NA,130538.4759003634,3262.3293215737,NA,NA,4.933884100,5.778788874,4.933884100,Cloud-Only,Aeneas
3.324902700,.838911598,.353197577,1.762101100,5.925915398,NA,.0000037284,421612,5308,NA,126804.3121983689,3012.3129711456,NA,NA,5.087003800,5.925915398,5.087003800,Cloud-Only,Aeneas
