T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
1.594576600,.030501249,.342634967,1.678793800,3.303871649,NA,.0000001355,2932,3580,NA,1838.7326140368,2132.4834532984,NA,NA,3.273370400,3.303871649,3.273370400,Cloud-Only,FogLAMP
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
1.117766100,.019067375,.875547319,1.617818800,2.754652275,NA,.0000000847,2932,2948,NA,2623.0890344589,1822.2065413011,NA,NA,2.735584900,2.754652275,2.735584900,Cloud-Only,FogLAMP
1.526420600,.015950156,.354840010,1.659799700,3.202170456,NA,.0000000708,2940,3396,NA,1926.0746349990,2046.0300119345,NA,NA,3.186220300,3.202170456,3.186220300,Cloud-Only,FogLAMP
1.489838000,.018085111,.400239497,1.690310200,3.198233311,NA,.0000000803,2940,7460,NA,1973.3689166204,4413.3911041890,NA,NA,3.180148200,3.198233311,3.180148200,Cloud-Only,FogLAMP
1.540355300,.025620576,.404603036,1.659748000,3.225723876,NA,.0000001138,2940,3340,NA,1908.6505561411,2012.3536826072,NA,NA,3.200103300,3.225723876,3.200103300,Cloud-Only,FogLAMP
1.487642500,.024968262,.355818881,1.701435400,3.214046162,NA,.0000001109,2940,2756,NA,1976.2812638117,1619.8087802804,NA,NA,3.189077900,3.214046162,3.189077900,Cloud-Only,FogLAMP
