T1,ET,T2,T3,RTT,RTF,Cost,MEM,CPU
1.467073600,2.236810885,1.038963097,1.581795400,2.506036697,NA,.0000099412,NA,NA
1.491530000,1.686023002,.549138365,1.594616800,2.040668365,NA,.0000074933,NA,NA
1.713564500,1.493283842,.591390840,1.540304300,2.304955340,NA,.0000066367,NA,NA
