T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,Pipeline,Application
.910462600,2.483926451,1.077723008,1.003243600,4.397632651,NA,.0000055197,3256,6192,NA,3576.2040088192,6171.9805638431,NA,Cloud/Edge,Aeneas
