T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application
1.640346300,2.186219564,1.226165852,4.342834100,8.169399964,NA,.0000097164,166848,879108,NA,101715.1073526364,202427.2582735776,NA,NA,5.983180400,8.169399964,5.983180400,Cloud-Only,YOLO
2.448294500,1.671741808,.598228157,2.808301900,6.928338208,NA,.0000074298,144956,837656,NA,59206.9295585151,298278.4721258067,NA,NA,5.256596400,6.928338208,5.256596400,Cloud-Only,YOLO
1.690851200,1.518046843,.570837204,2.445890100,5.654788143,NA,.0000067468,386316,765400,NA,228474.2737858896,312933.1117534675,NA,NA,4.136741300,5.654788143,4.136741300,Cloud-Only,YOLO
