T1,ET,T2,T3,RTT,RTF,Cost,BytesUp,BytesDown,BytesDownEdgeCloud,EdgeCloudT4
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp,BytesDown,BytesDownEdgeCloud,EdgeCloudT4
1.588374500,1.932726263,1.234794082,3.198145100,6.719245863,NA,.0000085898,166856,3144,NA,NA
1.321143100,1.894186271,.874452458,2.183296700,5.398626071,NA,.0000084185,144964,3124,NA,NA
1.323293800,2.833083105,.871579037,2.072649000,6.229025905,NA,.0000125913,386324,3124,NA,NA
