T1,ET,T2,T3,RTT,RTF,Cost,BytesUp,BytesDown
1.364197500,NA,NA,1.168963700,199.364197500,NA,.0004399956,2964,NA
1.335474700,NA,NA,1.198974500,199.335474700,NA,.0004399956,2972,NA
1.393010200,NA,NA,1.165470900,199.393010200,NA,.0004399956,2972,NA
1.359088100,NA,NA,1.156399300,199.359088100,NA,.0004399956,2972,NA
1.343968000,NA,NA,1.219421700,199.343968000,NA,.0004399956,2972,NA
