T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,Pipeline,Application
2.011657000,2.490270851,1.077137436,1.184732000,5.686659851,NA,.0000055338,433740,6272,NA,613848.8591436262,5294.0243025426,NA,Cloud/Edge,Aeneas
2.108685700,2.517271579,1.140095337,1.023978200,5.649935479,NA,.0000055938,430772,6272,NA,611644.4283520462,6125.1303982838,NA,Cloud/Edge,Aeneas
2.117167900,2.489311717,1.073588175,1.005860000,5.612339617,NA,.0000055317,420768,6272,NA,543769.9101134439,6235.4602032091,NA,Cloud/Edge,Aeneas
