T1,ET,T2,T3,RTT,RTF,Cost,MEM,CPU
1.510378100,2.681300160,.914065502,1.516951900,5.105743762,.5883511095,.0000119167,NA,NA
1.510863800,2.681300160,.914065502,1.607038600,5.106229462,.5614422675,.0000119167,NA,NA
1.546023800,2.681300160,.914065502,1.528650400,5.141389462,.5820091051,.0000119167,NA,NA
