1554207548305,159,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-1,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,89
1554207548305,161,upm,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-2,text,false,,2466,0,5,5,http://34.244.129.226:8000/upm,0,0,89
1554207548497,58,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-2,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,27
1554207548558,59,upm,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-2,text,false,,2466,0,5,5,http://34.244.129.226:8000/upm,0,0,28
1554207548620,61,pma/1,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-2,text,false,,2466,0,5,5,http://34.244.129.226:8000/pma/1,0,0,27
1554207551439,64,upm,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-5,text,false,,2466,0,5,5,http://34.244.129.226:8000/upm,0,0,29
1554207551506,64,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-5,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,27
1554207551572,56,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-5,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,27
1554207560035,59,pma/7,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-3,text,false,,2466,0,5,5,http://34.244.129.226:8000/pma/7,0,0,28
1554207561448,83,pma/4,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-3,text,false,,2466,0,5,5,http://34.244.129.226:8000/pma/4,0,0,39
1554207561536,65,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-3,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,31
1554207561604,59,mas/CN,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-3,text,false,,2466,0,5,5,http://34.244.129.226:8000/mas/CN,0,0,30
1554207561665,55,r/XX,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-3,text,false,,2466,0,5,5,http://34.244.129.226:8000/r/XX,0,0,26
1554207565388,59,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-1,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,29
1554207565449,61,upm,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-1,text,false,,2466,0,5,5,http://34.244.129.226:8000/upm,0,0,28
1554207565512,59,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-1,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,29
1554207565573,61,mas/CN,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-1,text,false,,2466,0,5,5,http://34.244.129.226:8000/mas/CN,0,0,29
1554207565636,63,pma/1,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-1,text,false,,2466,0,5,5,http://34.244.129.226:8000/pma/1,0,0,30
1554207565700,59,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-1,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,30
1554207568523,58,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-5,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,28
1554207568583,57,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-5,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,28
1554207568641,61,upm,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-5,text,false,,2466,0,5,5,http://34.244.129.226:8000/upm,0,0,29
1554207568823,63,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-4,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,28
1554207568887,135,pma/4,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-4,text,false,,2466,0,5,5,http://34.244.129.226:8000/pma/4,0,0,74
1554207569024,56,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-4,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,26
1554207570875,59,ur,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-2,text,false,,2466,0,5,5,http://34.244.129.226:8000/ur,0,0,29
1554207570938,59,uu,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-2,text,false,,2466,0,5,5,http://34.244.129.226:8000/uu,0,0,26
1554207577369,62,upm,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-3,text,false,,2466,0,5,5,http://34.244.129.226:8000/upm,0,0,30
1554207577433,56,cc,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ipokemon 1-3,text,false,,2466,0,5,5,http://34.244.129.226:8000/cc,0,0,27
