T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,Pipeline,Application
.947169800,2.586752445,1.078646385,1.074592000,4.608514245,NA,.0000057482,3256,6272,NA,3437.6096028399,5836.6338107858,NA,Cloud/Edge,Aeneas
