T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,Pipeline,Application
1.668784500,1.539436780,.804053958,2.749234600,5.957455880,NA,.0000068418,166856,879104,NA,99986.5470946068,319763.1806321657,NA,Cloud-Only,YOLO
1.643476000,1.486745373,.402392246,2.427678200,5.557899573,NA,.0000066076,144964,837644,NA,88205.7298068240,345039.1406900634,NA,Cloud-Only,YOLO
1.815910200,1.400414035,.396493493,2.314223500,5.530547735,NA,.0000062240,386324,765396,NA,212744.0002264429,330735.5577367527,NA,Cloud-Only,YOLO
