T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,Pipeline,Application
1.057183600,9.426263207,2.085876138,1.040717800,11.524164607,2.0683817870,.0000209470,149280,3680,NA,141205.3686795746,3536.0210039647,NA,Edge-Only,Pocket-Sphinx
1.075380600,12.621597106,1.262516585,1.176221700,14.873199406,1.9006640347,.0000280477,216044,3616,NA,200900.0348341787,3074.2503730376,NA,Edge-Only,Pocket-Sphinx
1.197384500,14.456731171,1.366335479,1.041910800,16.696026471,2.1770136351,.0000321257,216044,3624,NA,180429.9287321658,3478.2248154064,NA,Edge-Only,Pocket-Sphinx
